date,L1_H1,n_unb,n_symbols,n_edges,balance_rate
2006-06-30,,,0,,
2006-07-03,0.464689,12.0,24,112.0,0.8667
2006-07-04,0.808846,23.0,33,214.0,0.8736
2006-07-05,0.758714,7.0,33,231.0,0.9648
2006-07-06,0.826384,14.0,33,224.0,0.9271
2006-07-07,0.721776,26.0,33,222.0,0.8632
2006-07-10,0.740384,21.0,33,217.0,0.8865
2006-07-11,0.640386,25.0,33,248.0,0.8843
2006-07-12,0.519377,12.0,33,255.0,0.9462
2006-07-13,0.618136,17.0,33,262.0,0.9261
2006-07-14,0.67011,56.0,33,252.0,0.7455
2006-07-17,0.74353,34.0,33,262.0,0.8522
2006-07-18,0.624609,25.0,33,254.0,0.8874
2006-07-19,0.609056,15.0,33,276.0,0.9385
2006-07-20,0.491048,9.0,33,258.0,0.9602
2006-07-21,0.455053,14.0,33,256.0,0.9375
2006-07-24,0.614363,12.0,33,228.0,0.9388
2006-07-25,0.702475,10.0,33,194.0,0.9383
2006-07-26,0.727392,13.0,33,193.0,0.9193
2006-07-27,0.646414,18.0,33,189.0,0.8854
2006-07-28,0.656989,9.0,33,191.0,0.9434
2006-07-31,0.727278,4.0,33,182.0,0.9733
2006-08-01,0.78237,6.0,33,186.0,0.961
2006-08-02,0.729197,8.0,33,180.0,0.9459
2006-08-03,0.817929,23.0,33,169.0,0.8321
2006-08-04,0.916456,17.0,33,175.0,0.8811
2006-08-07,0.880136,16.0,33,182.0,0.8933
2006-08-08,0.794922,16.0,33,183.0,0.894
2006-08-09,0.836306,21.0,33,184.0,0.8618
2006-08-10,0.928441,13.0,33,165.0,0.9023
2006-08-11,0.840217,8.0,33,162.0,0.9385
2006-08-14,0.880624,7.0,33,155.0,0.9431
2006-08-15,0.954645,14.0,33,166.0,0.8955
2006-08-16,0.755861,11.0,33,157.0,0.912
2006-08-17,1.018565,17.0,33,160.0,0.8672
2006-08-18,0.891462,23.0,33,169.0,0.8321
2006-08-21,1.007332,25.0,33,174.0,0.8239
2006-08-22,0.836368,25.0,33,176.0,0.8264
2006-08-23,0.893349,36.0,33,182.0,0.76
2006-08-24,1.032236,19.0,33,179.0,0.8707
2006-08-25,1.022324,25.0,33,182.0,0.8333
2006-08-28,1.145214,56.0,33,172.0,0.6
2006-08-29,1.229419,48.0,33,170.0,0.6522
2006-08-30,1.473902,39.0,33,162.0,0.7
2006-08-31,1.272614,18.0,33,163.0,0.8626
2006-09-01,1.221455,43.0,33,181.0,0.7114
2006-09-04,1.268641,27.0,33,188.0,0.8269
2006-09-05,1.191342,18.0,33,183.0,0.8808
2006-09-06,0.770413,17.0,33,183.0,0.8874
2006-09-07,0.416761,13.0,33,202.0,0.9235
2006-09-08,0.614489,8.0,33,188.0,0.9487
2006-09-11,0.916402,31.0,33,185.0,0.7974
2006-09-12,1.097121,28.0,33,182.0,0.8133
2006-09-13,1.004929,27.0,33,188.0,0.8269
2006-09-14,0.895894,39.0,33,190.0,0.7532
2006-09-15,0.852211,34.0,33,175.0,0.7639
2006-09-18,0.948278,26.0,33,171.0,0.8156
2006-09-19,1.041833,24.0,33,172.0,0.831
2006-09-20,0.929383,34.0,33,169.0,0.7536
2006-09-21,0.77444,26.0,33,156.0,0.7903
2006-09-22,1.046353,21.0,33,157.0,0.832
2006-09-25,1.285327,15.0,33,170.0,0.8913
2006-09-26,1.305517,26.0,33,164.0,0.803
2006-09-27,1.040587,16.0,33,146.0,0.8596
2006-09-28,0.947988,13.0,33,147.0,0.887
2006-09-29,0.944254,13.0,33,149.0,0.8889
2006-10-02,1.450704,29.0,33,154.0,0.7623
2006-10-03,1.125079,16.0,33,153.0,0.8678
2006-10-04,1.16137,19.0,33,166.0,0.8582
2006-10-05,1.127465,29.0,33,163.0,0.7786
2006-10-06,1.276249,29.0,33,164.0,0.7803
2006-10-09,1.283786,36.0,33,163.0,0.7252
2006-10-10,1.27775,40.0,33,164.0,0.697
2006-10-11,1.283366,29.0,33,161.0,0.7752
2006-10-12,1.331072,30.0,33,167.0,0.7778
2006-10-13,1.285586,33.0,33,170.0,0.7609
2006-10-16,1.241027,37.0,33,167.0,0.7259
2006-10-17,1.097202,36.0,33,171.0,0.741
2006-10-18,1.051298,30.0,33,172.0,0.7857
2006-10-19,0.99886,46.0,33,166.0,0.6567
2006-10-20,1.162636,41.0,33,171.0,0.705
2006-10-23,1.282375,42.0,33,171.0,0.7
2006-10-24,1.338101,26.0,33,170.0,0.8116
2006-10-25,1.324882,29.0,33,171.0,0.7929
2006-10-26,1.329125,37.0,33,173.0,0.7376
2006-10-27,1.257692,17.0,33,166.0,0.8731
2006-10-30,1.152722,12.0,33,162.0,0.9077
2006-10-31,1.224758,29.0,33,159.0,0.7717
2006-11-01,1.138923,35.0,33,167.0,0.7407
2006-11-02,1.061144,44.0,33,174.0,0.6901
2006-11-03,1.15967,32.0,33,157.0,0.744
2006-11-06,1.207834,21.0,33,159.0,0.8346
2006-11-07,1.069594,29.0,33,162.0,0.7769
2006-11-08,1.265887,36.0,33,163.0,0.7252
2006-11-09,1.240685,45.0,33,170.0,0.6763
2006-11-10,1.34534,45.0,33,168.0,0.6715
2006-11-13,1.323053,35.0,33,163.0,0.7348
2006-11-14,1.159686,23.0,33,161.0,0.8231
2006-11-15,1.377104,20.0,33,161.0,0.845
2006-11-16,1.221517,26.0,33,155.0,0.7886
2006-11-17,1.068554,27.0,33,157.0,0.784
2006-11-20,0.874986,26.0,33,152.0,0.7833
2006-11-21,0.768894,17.0,33,156.0,0.8629
2006-11-22,0.905198,24.0,33,158.0,0.8095
2006-11-23,0.776918,17.0,33,148.0,0.8534
2006-11-24,0.807725,20.0,33,150.0,0.8305
2006-11-27,0.694849,10.0,33,156.0,0.9194
2006-11-28,1.003261,18.0,33,156.0,0.8548
2006-11-29,1.0952,28.0,33,162.0,0.7846
2006-11-30,0.799333,14.0,33,163.0,0.8939
2006-12-01,0.892616,10.0,33,182.0,0.9338
2006-12-04,1.046925,15.0,33,165.0,0.8881
2006-12-05,0.892723,8.0,33,172.0,0.9433
2006-12-06,0.985307,4.0,33,175.0,0.972
2006-12-07,0.84914,3.0,33,178.0,0.9795
2006-12-08,0.786298,22.0,33,163.0,0.8321
2006-12-11,1.089401,8.0,33,154.0,0.935
2006-12-12,1.161462,8.0,33,159.0,0.9375
2006-12-13,1.154211,25.0,33,172.0,0.8227
2006-12-14,1.206842,36.0,33,186.0,0.7662
2006-12-15,1.23385,23.0,33,182.0,0.8477
2006-12-18,1.213621,16.0,33,179.0,0.8912
2006-12-19,1.078731,30.0,33,185.0,0.8039
2006-12-20,1.107721,50.0,33,185.0,0.6732
2006-12-21,1.082425,12.0,33,192.0,0.925
2006-12-22,1.04046,11.0,33,178.0,0.9247
2006-12-25,1.064298,18.0,33,177.0,0.8759
2006-12-26,1.156506,20.0,33,180.0,0.8649
2006-12-27,1.200475,25.0,33,180.0,0.8311
2006-12-28,1.236707,21.0,33,172.0,0.85
2006-12-29,1.092141,22.0,33,174.0,0.8451
2007-01-01,1.026964,23.0,33,176.0,0.8403
2007-01-02,1.136293,27.0,33,176.0,0.8125
2007-01-03,0.959779,17.0,33,193.0,0.8944
2007-01-04,0.766872,22.0,33,183.0,0.8543
2007-01-05,1.049114,14.0,33,159.0,0.8898
2007-01-08,1.122104,16.0,33,161.0,0.876
2007-01-09,1.341478,35.0,33,158.0,0.7222
2007-01-10,1.259855,38.0,33,168.0,0.7206
2007-01-11,1.312477,25.0,33,156.0,0.7984
2007-01-12,1.351998,17.0,33,169.0,0.8759
2007-01-15,1.459668,20.0,33,172.0,0.8571
2007-01-16,1.341886,22.0,33,185.0,0.8562
2007-01-17,1.407175,23.0,33,178.0,0.8425
2007-01-18,1.447683,18.0,33,185.0,0.8824
2007-01-19,1.217292,29.0,33,182.0,0.8067
2007-01-22,0.950585,27.0,33,185.0,0.8235
2007-01-23,0.927974,32.0,33,195.0,0.8037
2007-01-24,0.866119,29.0,33,188.0,0.8141
2007-01-25,1.163239,31.0,33,195.0,0.8098
2007-01-26,1.2488,34.0,33,205.0,0.8035
2007-01-29,1.107125,20.0,33,193.0,0.8758
2007-01-30,1.183774,32.0,33,203.0,0.8129
2007-01-31,1.077768,21.0,33,196.0,0.872
2007-02-01,1.06494,37.0,33,182.0,0.7533
2007-02-02,1.223583,24.0,33,188.0,0.8462
2007-02-05,1.144227,26.0,33,184.0,0.8289
2007-02-06,1.260221,23.0,33,176.0,0.8403
2007-02-07,1.161474,22.0,33,168.0,0.8382
2007-02-08,1.268625,23.0,33,169.0,0.8321
2007-02-09,1.049096,33.0,33,182.0,0.78
2007-02-12,1.10531,27.0,33,185.0,0.8235
2007-02-13,1.003748,35.0,33,196.0,0.7866
2007-02-14,0.78286,30.0,33,196.0,0.8171
2007-02-15,0.711805,17.0,33,191.0,0.8931
2007-02-16,0.812186,16.0,33,167.0,0.8815
2007-02-19,0.770351,14.0,33,166.0,0.8955
2007-02-20,0.883423,25.0,33,173.0,0.8227
2007-02-21,0.871605,19.0,33,162.0,0.8538
2007-02-22,0.904266,24.0,33,183.0,0.8411
2007-02-23,0.879965,25.0,33,170.0,0.8188
2007-02-26,0.838418,19.0,33,166.0,0.8582
2007-02-27,0.740735,9.0,33,210.0,0.9494
2007-02-28,0.93344,8.0,33,202.0,0.9529
2007-03-01,0.914347,15.0,33,215.0,0.918
2007-03-02,0.847271,20.0,33,227.0,0.8974
2007-03-05,0.830009,22.0,33,253.0,0.9005
2007-03-06,0.754763,28.0,33,291.0,0.8919
2007-03-07,0.76831,18.0,33,292.0,0.9308
2007-03-08,0.592784,7.0,33,301.0,0.974
2007-03-09,0.559612,6.0,33,307.0,0.9782
2007-03-12,0.586384,4.0,33,303.0,0.9852
2007-03-13,0.530478,2.0,33,311.0,0.9928
2007-03-14,0.582033,3.0,33,292.0,0.9885
2007-03-15,0.630985,73.0,33,298.0,0.7256
2007-03-16,0.511012,7.0,33,298.0,0.9737
2007-03-19,0.554627,6.0,33,307.0,0.9782
2007-03-20,0.412909,6.0,33,306.0,0.9781
2007-03-21,0.439887,7.0,33,308.0,0.9746
2007-03-22,0.545773,6.0,33,313.0,0.9786
2007-03-23,0.444756,17.0,33,326.0,0.9422
2007-03-26,0.348098,26.0,33,320.0,0.9097
2007-03-27,0.24578,27.0,33,320.0,0.9062
2007-03-28,0.282868,28.0,33,319.0,0.9024
2007-03-29,0.265324,33.0,33,318.0,0.8846
2007-03-30,0.246137,32.0,33,321.0,0.8893
2007-04-02,0.304602,33.0,33,313.0,0.8826
2007-04-03,0.345044,6.0,33,316.0,0.9789
2007-04-04,0.424116,16.0,33,321.0,0.9448
2007-04-05,0.416724,6.0,33,326.0,0.9796
2007-04-06,0.337949,6.0,33,326.0,0.9796
2007-04-09,0.321193,4.0,33,319.0,0.9861
2007-04-10,0.722457,2.0,33,261.0,0.9913
2007-04-11,0.738445,17.0,33,279.0,0.9312
2007-04-12,0.726583,22.0,33,269.0,0.9072
2007-04-13,0.760117,19.0,33,243.0,0.91
2007-04-16,0.902255,14.0,33,207.0,0.92
2007-04-17,0.949823,12.0,33,192.0,0.925
2007-04-18,0.991177,19.0,33,199.0,0.8862
2007-04-19,0.846786,12.0,33,190.0,0.9241
2007-04-20,1.030447,14.0,33,202.0,0.9176
2007-04-23,1.191842,19.0,33,207.0,0.8914
2007-04-24,1.1804,29.0,33,183.0,0.8079
2007-04-25,1.488157,19.0,33,207.0,0.8914
2007-04-26,1.250603,22.0,33,209.0,0.8757
2007-04-27,1.177878,29.0,33,214.0,0.8407
2007-04-30,1.198111,15.0,33,196.0,0.9085
2007-05-01,1.018319,16.0,33,194.0,0.9012
2007-05-02,0.919746,15.0,33,194.0,0.9074
2007-05-03,1.024284,11.0,33,187.0,0.929
2007-05-04,1.018776,10.0,33,179.0,0.932
2007-05-07,1.076076,13.0,33,181.0,0.9128
2007-05-08,1.104026,16.0,33,179.0,0.8912
2007-05-09,1.174749,11.0,33,174.0,0.9225
2007-05-10,0.976029,19.0,33,209.0,0.8927
2007-05-11,1.061529,21.0,33,225.0,0.8912
2007-05-14,1.094651,41.0,33,225.0,0.7876
2007-05-15,1.101691,21.0,33,223.0,0.8901
2007-05-16,1.167411,24.0,33,217.0,0.8703
2007-05-17,1.208864,28.0,33,212.0,0.8444
2007-05-18,1.187015,39.0,33,212.0,0.7833
2007-05-21,0.738092,26.0,33,212.0,0.8556
2007-05-22,1.006372,17.0,33,204.0,0.9012
2007-05-23,0.988557,10.0,33,204.0,0.9419
2007-05-24,0.922072,34.0,33,230.0,0.8283
2007-05-25,0.968809,27.0,33,242.0,0.8714
2007-05-28,0.783973,7.0,33,250.0,0.9679
2007-05-29,0.714602,4.0,33,248.0,0.9815
2007-05-30,0.622591,9.0,33,243.0,0.9573
2007-05-31,0.57719,10.0,33,240.0,0.9522
2007-06-01,0.80741,3.0,33,231.0,0.9849
2007-06-04,0.776601,5.0,33,228.0,0.9745
2007-06-05,0.845969,5.0,33,220.0,0.9734
2007-06-06,1.030317,9.0,33,220.0,0.9524
2007-06-07,0.94078,19.0,33,228.0,0.9036
2007-06-08,1.399815,25.0,33,212.0,0.8611
2007-06-11,1.164618,14.0,33,212.0,0.9222
2007-06-12,0.909791,3.0,33,223.0,0.9843
2007-06-13,0.820586,23.0,33,225.0,0.8808
2007-06-14,0.882994,10.0,33,226.0,0.9485
2007-06-15,0.957664,3.0,33,236.0,0.9853
2007-06-18,0.997813,3.0,33,234.0,0.9851
2007-06-19,1.015052,4.0,33,231.0,0.9799
2007-06-20,1.087401,4.0,33,237.0,0.9805
2007-06-21,1.042877,4.0,33,223.0,0.9791
2007-06-22,0.751186,5.0,33,202.0,0.9706
2007-06-25,0.700697,5.0,33,209.0,0.9718
2007-06-26,0.689738,2.0,33,211.0,0.9888
2007-06-27,0.902418,11.0,33,209.0,0.9379
2007-06-28,0.926781,10.0,33,216.0,0.9457
2007-06-29,0.823789,8.0,33,219.0,0.9572
2007-07-02,0.920159,11.0,33,222.0,0.9421
2007-07-03,1.019391,15.0,33,226.0,0.9227
2007-07-04,0.965961,14.0,33,230.0,0.9293
2007-07-05,1.021067,29.0,33,208.0,0.8352
2007-07-06,1.138884,38.0,33,204.0,0.7791
2007-07-09,1.245343,35.0,33,205.0,0.7977
2007-07-10,0.993524,44.0,33,201.0,0.7396
2007-07-11,0.892383,45.0,33,199.0,0.7305
2007-07-12,0.970914,37.0,33,206.0,0.7874
2007-07-13,0.867901,35.0,33,203.0,0.7953
2007-07-16,0.933397,37.0,33,204.0,0.7849
2007-07-17,1.001178,27.0,33,198.0,0.8373
2007-07-18,1.193295,44.0,33,189.0,0.7197
2007-07-19,1.144934,22.0,33,185.0,0.8562
2007-07-20,1.120978,18.0,33,188.0,0.8846
2007-07-23,1.001501,20.0,33,184.0,0.8684
2007-07-24,0.946383,16.0,33,180.0,0.8926
2007-07-25,0.806021,18.0,33,186.0,0.8831
2007-07-26,0.71769,43.0,33,262.0,0.813
2007-07-27,0.862279,23.0,33,258.0,0.8987
2007-07-30,0.939417,39.0,33,252.0,0.8235
2007-07-31,0.824771,18.0,33,237.0,0.9122
2007-08-01,0.831747,15.0,33,236.0,0.9265
2007-08-02,0.936577,11.0,33,243.0,0.9479
2007-08-03,0.97356,32.0,33,257.0,0.8578
2007-08-06,1.027702,46.0,33,242.0,0.781
2007-08-07,1.060127,23.0,33,244.0,0.8915
2007-08-08,0.989191,16.0,33,253.0,0.9276
2007-08-09,0.830834,24.0,33,272.0,0.9
2007-08-10,0.710101,29.0,33,262.0,0.8739
2007-08-13,0.652899,30.0,33,263.0,0.8701
2007-08-14,0.669652,18.0,33,271.0,0.9247
2007-08-15,0.660107,18.0,33,273.0,0.9253
2007-08-16,0.892863,25.0,33,292.0,0.9038
2007-08-17,0.681404,29.0,33,295.0,0.8897
2007-08-20,0.688554,7.0,33,294.0,0.9733
2007-08-21,0.394219,5.0,33,302.0,0.9815
2007-08-22,0.490388,4.0,33,322.0,0.9862
2007-08-23,0.43985,3.0,33,313.0,0.9893
2007-08-24,0.385794,3.0,33,322.0,0.9897
2007-08-27,0.444756,3.0,33,320.0,0.9896
2007-08-28,0.526036,4.0,33,328.0,0.9865
2007-08-29,0.453818,2.0,33,336.0,0.9934
2007-08-30,0.43955,2.0,33,335.0,0.9934
2007-08-31,0.47794,2.0,33,347.0,0.9937
2007-09-03,0.482824,1.0,33,348.0,0.9968
2007-09-04,0.462978,2.0,33,346.0,0.9936
2007-09-05,0.434092,1.0,33,351.0,0.9969
2007-09-06,0.495247,1.0,33,355.0,0.9969
2007-09-07,0.462537,2.0,33,344.0,0.9936
2007-09-10,0.567827,3.0,34,353.0,0.9906
2007-09-11,0.448003,4.0,34,362.0,0.9878
2007-09-12,0.571893,4.0,34,363.0,0.9879
2007-09-13,0.552562,4.0,34,359.0,0.9877
2007-09-14,0.584192,3.0,34,365.0,0.991
2007-09-17,0.473389,2.0,34,373.0,0.9941
2007-09-18,0.360914,2.0,34,388.0,0.9944
2007-09-19,0.411706,2.0,34,391.0,0.9944
2007-09-20,0.400239,2.0,34,360.0,0.9939
2007-09-21,0.443533,4.0,34,358.0,0.9877
2007-09-24,0.340981,2.0,34,359.0,0.9939
2007-09-25,0.394712,4.0,34,354.0,0.9875
2007-09-26,0.38599,2.0,34,358.0,0.9938
2007-09-27,0.813869,6.0,34,316.0,0.9788
2007-09-28,0.396664,4.0,34,311.0,0.9856
2007-10-01,0.333697,3.0,34,308.0,0.9891
2007-10-02,0.447374,7.0,34,313.0,0.975
2007-10-03,0.312255,5.0,34,306.0,0.9817
2007-10-04,0.266498,3.0,34,307.0,0.9891
2007-10-05,0.283132,18.0,34,299.0,0.9323
2007-10-08,0.368684,11.0,34,300.0,0.9588
2007-10-09,0.368308,10.0,34,284.0,0.9602
2007-10-10,0.452682,13.0,34,280.0,0.9474
2007-10-11,0.517497,14.0,34,283.0,0.944
2007-10-12,0.592811,18.0,34,283.0,0.928
2007-10-15,0.536188,11.0,34,281.0,0.9556
2007-10-16,0.566629,16.0,34,285.0,0.9365
2007-10-17,0.60921,21.0,34,267.0,0.9103
2007-10-18,0.633924,20.0,34,266.0,0.9142
2007-10-19,0.667626,25.0,34,251.0,0.8853
2007-10-22,0.690476,23.0,34,251.0,0.8945
2007-10-23,0.7718,19.0,34,246.0,0.9108
2007-10-24,0.740283,21.0,34,251.0,0.9037
2007-10-25,0.705583,22.0,34,255.0,0.9009
2007-10-26,0.621251,20.0,34,264.0,0.9134
2007-10-29,0.636748,25.0,34,257.0,0.8884
2007-10-30,0.589426,50.0,34,229.0,0.7449
2007-10-31,0.530919,13.0,34,250.0,0.9404
2007-11-01,0.705708,19.0,34,277.0,0.9224
2007-11-02,0.59122,13.0,34,275.0,0.9463
2007-11-05,0.605301,21.0,34,283.0,0.916
2007-11-06,0.568444,22.0,34,298.0,0.917
2007-11-07,0.371501,17.0,34,316.0,0.9399
2007-11-08,0.329076,5.0,34,296.0,0.981
2007-11-09,0.348971,9.0,34,326.0,0.9694
2007-11-12,0.387875,1.0,34,348.0,0.9968
2007-11-13,0.384228,15.0,34,352.0,0.953
2007-11-14,0.391345,16.0,34,341.0,0.9481
2007-11-15,0.430526,7.0,34,351.0,0.978
2007-11-16,0.348186,17.0,34,349.0,0.9462
2007-11-19,0.306442,17.0,34,362.0,0.9483
2007-11-20,0.399908,1.0,34,360.0,0.997
2007-11-21,0.282683,0.0,34,364.0,1.0
2007-11-22,0.314981,0.0,34,365.0,1.0
2007-11-23,0.448816,0.0,34,355.0,1.0
2007-11-26,0.362505,17.0,34,364.0,0.9486
2007-11-27,0.313399,17.0,34,352.0,0.9467
2007-11-28,0.392568,2.0,34,345.0,0.9936
2007-11-29,0.383801,4.0,34,340.0,0.987
2007-11-30,0.641467,9.0,34,334.0,0.9702
2007-12-03,0.543863,6.0,34,340.0,0.9805
2007-12-04,0.440759,4.0,34,330.0,0.9866
2007-12-05,0.512279,8.0,34,326.0,0.9728
2007-12-06,0.494556,16.0,34,327.0,0.9458
2007-12-07,0.460828,16.0,34,325.0,0.9454
2007-12-10,0.416287,23.0,34,328.0,0.9223
2007-12-11,0.321226,10.0,34,328.0,0.9661
2007-12-12,0.380962,31.0,34,326.0,0.8942
2007-12-13,0.32667,12.0,34,323.0,0.9586
2007-12-14,0.496407,10.0,34,320.0,0.9652
2007-12-17,0.472761,11.0,34,328.0,0.9627
2007-12-18,0.469793,14.0,34,321.0,0.9514
2007-12-19,0.482367,17.0,34,318.0,0.9404
2007-12-20,0.458094,16.0,34,321.0,0.9444
2007-12-21,0.494956,9.0,34,327.0,0.9694
2007-12-24,0.616293,10.0,34,305.0,0.9632
2007-12-25,0.652374,12.0,34,307.0,0.9562
2007-12-26,0.444036,7.0,34,311.0,0.9748
2007-12-27,0.566363,7.0,34,291.0,0.9729
2007-12-28,0.654418,15.0,34,294.0,0.9425
2007-12-31,0.785643,14.0,34,280.0,0.9433
2008-01-01,0.840522,9.0,34,277.0,0.9631
2008-01-02,0.540756,11.0,34,278.0,0.9551
2008-01-03,0.571411,11.0,34,273.0,0.9542
2008-01-04,0.608125,9.0,34,295.0,0.9656
2008-01-07,0.504209,9.0,34,305.0,0.9669
2008-01-08,0.538653,10.0,34,293.0,0.9615
2008-01-09,0.582754,29.0,34,272.0,0.8787
2008-01-10,0.698006,20.0,34,263.0,0.913
2008-01-11,0.748171,43.0,34,263.0,0.813
2008-01-14,0.811489,27.0,34,259.0,0.8805
2008-01-15,0.809281,18.0,34,292.0,0.9305
2008-01-16,0.822025,16.0,34,288.0,0.9373
2008-01-17,0.809059,68.0,34,290.0,0.7354
2008-01-18,0.925626,11.0,34,282.0,0.9558
2008-01-21,0.969374,11.0,34,260.0,0.9515
2008-01-22,1.108648,24.0,34,225.0,0.875
2008-01-23,1.015978,21.0,34,221.0,0.8883
2008-01-24,0.988568,8.0,34,252.0,0.9635
2008-01-25,0.96409,12.0,34,250.0,0.9447
2008-01-28,1.059023,11.0,34,240.0,0.9469
2008-01-29,1.014454,20.0,34,244.0,0.9052
2008-01-30,1.134141,18.0,34,244.0,0.9147
2008-01-31,1.014378,23.0,34,248.0,0.893
2008-02-01,1.232648,28.0,34,205.0,0.8372
2008-02-04,1.337233,20.0,34,204.0,0.883
2008-02-05,1.148124,9.0,34,232.0,0.9548
2008-02-06,1.159306,7.0,34,220.0,0.9626
2008-02-07,1.297352,16.0,34,219.0,0.914
2008-02-08,1.004755,9.0,34,217.0,0.9511
2008-02-11,1.041021,14.0,34,212.0,0.9218
2008-02-12,1.027337,6.0,34,201.0,0.9643
2008-02-13,0.92454,1.0,35,229.0,0.9949
2008-02-14,1.090482,0.0,35,228.0,1.0
2008-02-15,1.029377,4.0,35,218.0,0.9783
2008-02-18,0.933214,1.0,35,214.0,0.9944
2008-02-19,0.80223,1.0,35,204.0,0.9941
2008-02-20,0.698981,1.0,35,213.0,0.9944
2008-02-21,0.812095,1.0,35,205.0,0.9942
2008-02-22,0.798161,31.0,35,201.0,0.8144
2008-02-25,0.772254,10.0,35,210.0,0.9432
2008-02-26,0.8306,5.0,35,185.0,0.9669
2008-02-27,0.855917,6.0,35,179.0,0.9586
2008-02-28,0.95396,21.0,35,170.0,0.8467
2008-02-29,0.827386,14.0,35,208.0,0.9195
2008-03-03,0.922894,14.0,35,209.0,0.92
2008-03-04,0.590355,43.0,35,246.0,0.7972
2008-03-05,0.58295,9.0,35,268.0,0.9615
2008-03-06,0.607239,6.0,35,256.0,0.973
2008-03-07,0.620402,10.0,35,254.0,0.9545
2008-03-10,0.466382,6.0,35,261.0,0.9736
2008-03-11,0.360366,4.0,35,278.0,0.9836
2008-03-12,0.450716,5.0,35,271.0,0.9789
2008-03-13,0.485639,3.0,35,275.0,0.9876
2008-03-14,0.320237,7.0,35,297.0,0.9734
2008-03-17,0.28081,2.0,35,318.0,0.993
2008-03-18,0.146835,0.0,35,341.0,1.0
2008-03-19,0.181049,0.0,35,379.0,1.0
2008-03-20,0.223251,0.0,35,369.0,1.0
2008-03-21,0.266041,1.0,35,372.0,0.9971
2008-03-24,0.266506,3.0,35,384.0,0.9914
2008-03-25,0.384048,3.0,35,390.0,0.9916
2008-03-26,0.398409,4.0,35,386.0,0.9886
2008-03-27,0.361724,4.0,35,393.0,0.9889
2008-03-28,0.418436,4.0,35,388.0,0.9887
2008-03-31,0.334838,5.0,35,385.0,0.9858
2008-04-01,0.348707,5.0,35,383.0,0.9857
2008-04-02,0.394595,4.0,35,384.0,0.9886
2008-04-03,0.387032,4.0,35,386.0,0.9886
2008-04-04,0.424404,4.0,35,386.0,0.9886
2008-04-07,0.337088,3.0,35,391.0,0.9916
2008-04-08,0.403366,3.0,35,385.0,0.9915
2008-04-09,0.35387,3.0,35,381.0,0.9914
2008-04-10,0.399772,3.0,35,395.0,0.9917
2008-04-11,0.536749,3.0,35,393.0,0.9916
2008-04-14,0.572388,3.0,35,394.0,0.9917
2008-04-15,0.648314,4.0,35,401.0,0.9891
2008-04-16,0.623092,4.0,35,384.0,0.9886
2008-04-17,0.570175,4.0,35,375.0,0.9883
2008-04-18,0.63512,5.0,35,391.0,0.986
2008-04-21,0.667865,4.0,35,384.0,0.9886
2008-04-22,0.700423,6.0,35,358.0,0.9815
2008-04-23,0.583203,6.0,35,373.0,0.9823
2008-04-24,0.484619,17.0,35,361.0,0.948
2008-04-25,0.540894,21.0,35,352.0,0.934
2008-04-28,0.750215,25.0,35,298.0,0.9053
2008-04-29,0.847844,18.0,35,261.0,0.9207
2008-04-30,0.979675,15.0,35,217.0,0.918
2008-05-01,0.861562,23.0,35,198.0,0.8598
2008-05-02,0.619155,28.0,35,203.0,0.8343
2008-05-05,0.641884,18.0,35,207.0,0.896
2008-05-06,0.883521,20.0,35,214.0,0.8889
2008-05-07,0.816889,21.0,35,206.0,0.8779
2008-05-08,0.829427,29.0,35,214.0,0.8389
2008-05-09,0.682016,23.0,35,209.0,0.8686
2008-05-12,0.510076,14.0,35,206.0,0.9186
2008-05-13,0.715137,34.0,35,213.0,0.8101
2008-05-14,0.669641,37.0,35,217.0,0.7978
2008-05-15,0.843564,19.0,35,215.0,0.895
2008-05-16,0.673649,30.0,35,220.0,0.8387
2008-05-19,0.703569,19.0,35,214.0,0.8944
2008-05-20,0.607239,11.0,35,234.0,0.945
2008-05-21,0.674893,21.0,35,224.0,0.8895
2008-05-22,0.768364,10.0,35,223.0,0.9471
2008-05-23,0.772121,8.0,35,226.0,0.9583
2008-05-26,0.734047,7.0,35,230.0,0.9643
2008-05-27,0.805355,5.0,35,240.0,0.9757
2008-05-28,0.692938,6.0,35,262.0,0.9737
2008-05-29,0.770073,5.0,35,277.0,0.9794
2008-05-30,0.589985,61.0,35,262.0,0.7325
2008-06-02,0.419823,6.0,35,289.0,0.9765
2008-06-03,0.507832,16.0,35,281.0,0.9352
2008-06-04,0.612157,17.0,35,267.0,0.927
2008-06-05,0.695427,18.0,35,230.0,0.9082
2008-06-06,0.494892,37.0,35,276.0,0.8471
2008-06-09,0.550677,37.0,35,285.0,0.8526
2008-06-10,0.552701,28.0,35,286.0,0.8893
2008-06-11,0.446789,32.0,35,304.0,0.8819
2008-06-12,0.428343,52.0,35,310.0,0.8123
2008-06-13,0.384267,3.0,35,328.0,0.9898
2008-06-16,0.430812,4.0,35,323.0,0.9862
2008-06-17,0.403485,4.0,35,316.0,0.9859
2008-06-18,0.35902,2.0,35,322.0,0.9931
2008-06-19,0.361632,8.0,35,333.0,0.9733
2008-06-20,0.464532,7.0,35,339.0,0.9771
2008-06-23,0.480643,5.0,35,341.0,0.9838
2008-06-24,0.568264,4.0,35,332.0,0.9866
2008-06-25,0.543606,4.0,35,328.0,0.9864
2008-06-26,0.649412,3.0,35,361.0,0.9908
